Textbox4,Textbox2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaheim Regional Medical Center Price Transparency CDM,Data as of 4/1/2021 11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HospCode,Code,Description,Code_Type,CMS Shoppable,Craneware Shoppable List,Package/Line_Level,Avg Charge 837,Total Vol 837,Min_Allowable_835,Max_Allowable_835,Avg_Allowable_835,Total_Vol_835,National 50th Percentile,National 75th Percentile,National 90th Percentile,AETNA_Avg_Allowable,AETNA_Max_Allowable,AETNA_Min_Allowable,ANTHEM BC LIFE & HEALTH INS CO_Avg_Allowable,ANTHEM BC LIFE & HEALTH INS CO_Max_Allowable,ANTHEM BC LIFE & HEALTH INS CO_Min_Allowable,BCBS FEP_Avg_Allowable,BCBS FEP_Max_Allowable,BCBS FEP_Min_Allowable,BLUE CROSS OF CALIFORNIA (CA)_Avg_Allowable,BLUE CROSS OF CALIFORNIA (CA)_Max_Allowable,BLUE CROSS OF CALIFORNIA (CA)_Min_Allowable,BLUE CROSS OF CALIFORNIA_Avg_Allowable,BLUE CROSS OF CALIFORNIA_Max_Allowable,BLUE CROSS OF CALIFORNIA_Min_Allowable,BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN_Avg_Allowable,BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN_Max_Allowable,BLUE SHIELD OF CALIFORNIA PROMISE HEALTH PLAN_Min_Allowable,BLUE SHIELD OF CALIFORNIA_Avg_Allowable,BLUE SHIELD OF CALIFORNIA_Max_Allowable,BLUE SHIELD OF CALIFORNIA_Min_Allowable,CA MEDI-CAL_Avg_Allowable,CA MEDI-CAL_Max_Allowable,CA MEDI-CAL_Min_Allowable,CALIFORNIA PHYSICIANS SERVICE DBA BLUE SHIELD CA_Avg_Allowable,CALIFORNIA PHYSICIANS SERVICE DBA BLUE SHIELD CA_Max_Allowable,CALIFORNIA PHYSICIANS SERVICE DBA BLUE SHIELD CA_Min_Allowable,CALOPTIMA_Avg_Allowable,CALOPTIMA_Max_Allowable,CALOPTIMA_Min_Allowable,CALPERS_Avg_Allowable,CALPERS_Max_Allowable,CALPERS_Min_Allowable,CALVIVA HEALTH_Avg_Allowable,CALVIVA HEALTH_Max_Allowable,CALVIVA HEALTH_Min_Allowable,CAREMORE_Avg_Allowable,CAREMORE_Max_Allowable,CAREMORE_Min_Allowable,CHOC HEALTH ALLIANCE_Avg_Allowable,CHOC HEALTH ALLIANCE_Max_Allowable,CHOC HEALTH ALLIANCE_Min_Allowable,CIGNA HEALTH AND LIFE INSURANCE COMPANY_Avg_Allowable,CIGNA HEALTH AND LIFE INSURANCE COMPANY_Max_Allowable,CIGNA HEALTH AND LIFE INSURANCE COMPANY_Min_Allowable,CONNECTICUT GENERAL LIFE INS CO_Avg_Allowable,CONNECTICUT GENERAL LIFE INS CO_Max_Allowable,CONNECTICUT GENERAL LIFE INS CO_Min_Allowable,GEOGRAPHIC MANAGED CARE_Avg_Allowable,GEOGRAPHIC MANAGED CARE_Max_Allowable,GEOGRAPHIC MANAGED CARE_Min_Allowable,GREATWESTHEALTHCARE-CIGNA_Avg_Allowable,GREATWESTHEALTHCARE-CIGNA_Max_Allowable,GREATWESTHEALTHCARE-CIGNA_Min_Allowable,GWH-CIGNA_Avg_Allowable,GWH-CIGNA_Max_Allowable,GWH-CIGNA_Min_Allowable,HEALTH NET COMMUNITY SOLUTIONS_Avg_Allowable,HEALTH NET COMMUNITY SOLUTIONS_Max_Allowable,HEALTH NET COMMUNITY SOLUTIONS_Min_Allowable,HEALTHNET INC._Avg_Allowable,HEALTHNET INC._Max_Allowable,HEALTHNET INC._Min_Allowable,NORIDIAN ADMINISTRATIVE SERVICES_Avg_Allowable,NORIDIAN ADMINISTRATIVE SERVICES_Max_Allowable,NORIDIAN ADMINISTRATIVE SERVICES_Min_Allowable,NORIDIAN JEA_Avg_Allowable,NORIDIAN JEA_Max_Allowable,NORIDIAN JEA_Min_Allowable,PACIFICARE OF CALIFORNIA_Avg_Allowable,PACIFICARE OF CALIFORNIA_Max_Allowable,PACIFICARE OF CALIFORNIA_Min_Allowable,UNITED HEALTHCARE INSURANCE COMPANY_Avg_Allowable,UNITED HEALTHCARE INSURANCE COMPANY_Max_Allowable,UNITED HEALTHCARE INSURANCE COMPANY_Min_Allowable,UNITEDHEALTHCARE OF CALIFORNIA INC_Avg_Allowable,UNITEDHEALTHCARE OF CALIFORNIA INC_Max_Allowable,UNITEDHEALTHCARE OF CALIFORNIA INC_Min_Allowable
2020064,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE WITH COMPLICATION",DRG,,,Line,18931.85,396,8794.35,8794.35,8794.35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8794.35,8794.35,8794.35,,,,,,,,,,,,
2020064,560X,Vaginal Delivery,DRG,,,Line,20755.51,15,2675.9,4186.78,2993.65,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3057.2,4186.78,2675.9,,,,,,,2675.9,2675.9,2675.9,,,,,,,,,,,,,,,,,,
2020064,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE WITHOUT COMPLICATION/COMORBITY",DRG,,,Line,26761.53,12,6369.15,6369.15,6369.15,2,,,,,,,,,,,,,,,,6369.15,6369.15,6369.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6369.15,6369.15,6369.15,,,,,,,,,,,,
2020064,562,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH WITH COMORBITY",DRG,,,Line,48414.07,7,5670.53,11280.96,9115.64,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9115.64,11280.96,5670.53,,,,,,,,,,,,
2020064,563,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH WITHOUT COMORBITY",DRG,,,Line,32733.92,10,6880.15,7711.09,7245.73,5,,,,,,,,,,,,,,,,,,,,,,6880.15,6880.15,6880.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7212.47,7242.26,7152.88,7711.09,7711.09,7711.09,,,,,,,,,
2020064,564,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES WITH COMORBITY,DRG,,,Line,25058.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,56420,Incision and drainage of female genital gland abscess,CPT/HCPCS,,,Line,1978.5,4,,,,,$555.93 ,$977.73 ,"$1,932 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,56420,Incision and drainage of female genital gland abscess,CPT/HCPCS,,,Package,1978.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,56440,Creation of drainage tract for female genital gland or cyst,CPT/HCPCS,,,Line,8206.5,2,,,,,"$4,935 ","$7,986 ","$10,774.40 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,56440,Creation of drainage tract for female genital gland or cyst,CPT/HCPCS,,,Package,8633,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,565,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES WITH COMPLICATION,DRG,,,Line,57506.25,4,8144.13,8852.65,8389.69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8158.21,8172.29,8144.13,8852.65,8852.65,8852.65,,,,,,,,,
2020064,56515,Destruction of extensive growths of external female genitals,CPT/HCPCS,,,Line,2794,1,,,,,"$4,722 ","$7,483 ","$12,082.81 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,56515,Destruction of extensive growths of external female genitals,CPT/HCPCS,,,Package,22115.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,566,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES WITHOUT COMPLICATION/COMORBITY,DRG,,,Line,22236.22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,56740,Removal of female genital gland or cyst,CPT/HCPCS,,,Line,13318.25,4,2830,7249.56,5039.78,2,"$6,995 ","$11,049.12 ","$17,735.70 ",2830,2830,2830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7249.56,7249.56,7249.56,,,,,,,,,,,,,,,,,,,,,
2020064,56740,Removal of female genital gland or cyst,CPT/HCPCS,,,Package,13318.25,4,2830,7249.56,5039.78,2,,,,2830,2830,2830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7249.56,7249.56,7249.56,,,,,,,,,,,,,,,,,,,,,
2020064,570,SKIN DEBRIDEMENT WITH COMORBITY,DRG,,,Line,96294,2,23423.99,23423.99,23423.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23423.99,23423.99,23423.99,,,,,,,,,,,,
2020064,57023,Incision and drainage of vaginal blood accumulation,CPT/HCPCS,,,Line,1439,1,,,,,"$5,998.25 ","$12,052.53 ","$16,447 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57023,Incision and drainage of vaginal blood accumulation,CPT/HCPCS,,,Package,4118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,571,SKIN DEBRIDEMENT WITH COMPLICATION,DRG,,,Line,88650.42,11,13739.08,13739.08,13739.08,1,,,,13739.08,13739.08,13739.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57180,Insertion of drug agent or packing to control vaginal bleeding,CPT/HCPCS,,,Line,584,2,,,,,$633.50 ,"$1,435.35 ","$5,898.60 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57180,Insertion of drug agent or packing to control vaginal bleeding,CPT/HCPCS,,,Package,1681,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,572,SKIN DEBRIDEMENT WITHOUT COMPLICATION/COMORBITY,DRG,,,Line,76268.57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57200,Suture of non-obstetrical vaginal injury,CPT/HCPCS,,,Line,1009,2,409.97,409.97,409.97,1,"$5,889 ","$9,892.75 ","$15,736.21 ",,,,,,,,,,,,,,,,,,,409.97,409.97,409.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57200,Suture of non-obstetrical vaginal injury,CPT/HCPCS,,,Package,1009,2,409.97,409.97,409.97,1,,,,,,,,,,,,,,,,,,,,,,409.97,409.97,409.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57250,Repair of herniated rectum into vaginal wall,CPT/HCPCS,,,Line,7899.25,2,,,,,"$6,866.17 ","$11,405.34 ","$18,235.92 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57250,Repair of herniated rectum into vaginal wall,CPT/HCPCS,,,Package,8960.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57260,"Plastic repair of vagina and tissue separating vagina, rectum, and bladder",CPT/HCPCS,,,Line,12722.5,2,,,,,"$7,140.62 ","$11,766.66 ","$18,362.43 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57260,"Plastic repair of vagina and tissue separating vagina, rectum, and bladder",CPT/HCPCS,,,Package,29114.57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57287,Removal or revision of sling around bladder canal (urethra) to control leakage,CPT/HCPCS,,,Line,6643,1,,,,,"$6,562.75 ","$10,855.68 ","$16,188.60 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57287,Removal or revision of sling around bladder canal (urethra) to control leakage,CPT/HCPCS,,,Package,25869.33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57288,Creation of sling around bladder canal (urethra) to control leakage,CPT/HCPCS,,,Line,13724.43,7,8936.65,8936.65,8936.65,1,"$6,743.63 ","$10,918.40 ","$16,826.10 ",,,,8936.65,8936.65,8936.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57288,Creation of sling around bladder canal (urethra) to control leakage,CPT/HCPCS,,,Package,19381.95,7,8936.65,8936.65,8936.65,1,,,,,,,8936.65,8936.65,8936.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH COMPLICATION,DRG,,,Line,68722,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57415,Removal of impacted vaginal foreign body under anesthesia,CPT/HCPCS,,,Line,4795.67,3,,,,,"$4,564 ","$7,815.11 ","$12,477.66 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57415,Removal of impacted vaginal foreign body under anesthesia,CPT/HCPCS,,,Package,4795.67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57461,Cone biopsy of the cervix and vagina using an endoscope,CPT/HCPCS,,,Line,6792,1,,,,,"$3,805 ","$5,844 ","$8,189 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57461,Cone biopsy of the cervix and vagina using an endoscope,CPT/HCPCS,,,Package,24716,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57520,Removal or destruction of cervix,CPT/HCPCS,,,Line,9112.33,3,,,,,"$6,221.34 ","$9,234.04 ","$13,312.80 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57520,Removal or destruction of cervix,CPT/HCPCS,,,Package,9814.67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57522,Removal or destruction of cervix,CPT/HCPCS,,,Line,7988,2,,,,,"$4,894.50 ","$7,425.50 ","$10,570 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,57522,Removal or destruction of cervix,CPT/HCPCS,,,Package,10226.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,579,"OTHER SKIN, SUBCUT TISS & BREAST PROC WITH COMORBITY",DRG,,,Line,386808.35,6,24306.52,67642.01,45974.27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45974.27,67642.01,24306.52,,,,,,,,,,,,
2020064,580,"OTHER SKIN, SUBCUT TISS & BREAST PROC WITH COMPLICATION",DRG,,,Line,157921.29,2,13880.12,13880.12,13880.12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13880.12,13880.12,13880.12,,,,,,,,,,,,
2020064,581,"OTHER SKIN, SUBCUT TISS & BREAST PROC WITHOUT COMPLICATION/COMORBITY",DRG,,,Line,59787.72,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58120,D&C for diagnosis and/or therapy (non-obstetrical),CPT/HCPCS,,,Line,12478.67,3,2809.61,5093.42,3951.52,2,"$4,913.50 ","$7,487 ","$10,986.55 ",,,,,,,,,,,,,5093.42,5093.42,5093.42,,,,,,,,,,,,,,,,,,,,,,2809.61,2809.61,2809.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58120,D&C for diagnosis and/or therapy (non-obstetrical),CPT/HCPCS,,,Package,21520,3,2809.61,5093.42,3951.52,2,,,,,,,,,,,,,,,,5093.42,5093.42,5093.42,,,,,,,,,,,,,,,,,,,,,,2809.61,2809.61,2809.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58260,Vaginal removal of uterus (250 grams or less),CPT/HCPCS,,,Line,7794.25,2,,,,,"$7,826.57 ","$12,674.78 ","$19,819 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58260,Vaginal removal of uterus (250 grams or less),CPT/HCPCS,,,Package,9211.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58262,"Vaginal removal of uterus (250 grams or less), tubes, and/or ovaries",CPT/HCPCS,,,Line,27009,1,8936.65,8936.65,8936.65,1,"$7,658 ","$12,851.33 ","$20,637.13 ",,,,8936.65,8936.65,8936.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58262,"Vaginal removal of uterus (250 grams or less), tubes, and/or ovaries",CPT/HCPCS,,,Package,61738.36,1,8936.65,8936.65,8936.65,1,,,,,,,8936.65,8936.65,8936.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,583,MASTECTOMY FOR MALIGNANCY WITHOUT COMPLICATION/COMORBITY,DRG,,,Line,234399,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58301,Removal of intra-uterine device (IUD) for pregnancy prevention,CPT/HCPCS,,,Line,11141.67,3,,,,,$385 ,"$1,032.67 ","$3,441.10 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58301,Removal of intra-uterine device (IUD) for pregnancy prevention,CPT/HCPCS,,,Package,11944.33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58350,Injection of saline or X-ray contrast material into tubes,CPT/HCPCS,,,Line,3001,1,,,,,"$4,149.40 ","$6,018.86 ","$10,176.67 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58350,Injection of saline or X-ray contrast material into tubes,CPT/HCPCS,,,Package,33910.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,585,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES WITHOUT COMPLICATION/COMORBITY",DRG,,,Line,61582.98,4,13948.71,13948.71,13948.71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13948.71,13948.71,13948.71,,,,,,,,,,,,
2020064,58550,Vaginal removal of uterus (250 grams or less) using an endoscope,CPT/HCPCS,,,Line,29997,1,11690,11690,11690,1,"$11,440.48 ","$21,366.19 ","$36,279.92 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11690,11690,11690,,,
2020064,58550,Vaginal removal of uterus (250 grams or less) using an endoscope,CPT/HCPCS,,,Package,60852.3,1,12132.04,12132.04,12132.04,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12132.04,12132.04,12132.04,,,
2020064,58552,"Vaginal removal of uterus (250 grams or less), tubes, and/or ovaries using an endoscope",CPT/HCPCS,,",,,,ASC-HV",Line,33337,3,16043.27,37016,22065.51,4,"$13,144 ","$22,513.40 ","$36,006.99 ",,,,16043.27,16043.27,16043.27,17601.38,17601.38,17601.38,,,,17601.38,17601.38,17601.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37016,37016,37016,,,,,,,,,,,,
2020064,58552,"Vaginal removal of uterus (250 grams or less), tubes, and/or ovaries using an endoscope",CPT/HCPCS,,",,,,ASC-HV",Package,58480.49,3,33256.27,68553,48005.08,271,,,,,,,44578.02,44841.27,44444.27,17601.38,17601.38,17601.38,,,,17601.38,17601.38,17601.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60457.81,66100,55073,,,,,,,,,,,,
2020064,58554,"Vaginal removal of uterus (greater than 250 grams), tubes, and/or ovaries with assistance of endoscope",CPT/HCPCS,,,Line,21135.25,4,6513,6513,6513,1,"$16,520 ","$28,188 ","$37,554.72 ",6513,6513,6513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58554,"Vaginal removal of uterus (greater than 250 grams), tubes, and/or ovaries with assistance of endoscope",CPT/HCPCS,,,Package,51490.62,4,7240,7400,7320,1,,,,7320,7400,7240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58555,Diagnostic examination of uterus using an endoscope,CPT/HCPCS,,,Line,4988,1,,,,,"$4,635.41 ","$7,273.25 ","$10,452.39 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58555,Diagnostic examination of uterus using an endoscope,CPT/HCPCS,,,Package,21544,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58558,Biopsy and/or removal of polyp of the uterus using an endoscope,CPT/HCPCS,,",,,,ASC-HV",Line,9833.41,43,1415,13498,6725.59,8,"$6,295.50 ","$9,304.14 ","$13,500 ",1415,1415,1415,4893.34,4893.34,4893.34,,,,5355.28,5355.28,5355.28,5093.42,5093.42,5093.42,,,,5776.72,5776.72,5776.72,,,,,,,,,,,,,,,,,,,,,,,,,7249.56,7249.56,7249.56,,,,,,,,,,,,,,,,12744.5,13498,11991,,,,5258,5258,5258,,,,,,
2020064,58558,Biopsy and/or removal of polyp of the uterus using an endoscope,CPT/HCPCS,,",,,,ASC-HV",Package,11168.85,43,1929.16,15532,7999.67,28,,,,1415,1415,1415,4893.34,4893.34,4893.34,,,,5355.28,5355.28,5355.28,5093.42,5093.42,5093.42,,,,5776.72,5776.72,5776.72,,,,,,,,,,,,,,,,,,,,,,,,,7250.72,7250.72,7250.72,,,,,,,,,,,,,,,,14072,15532,12612,,,,5258,5258,5258,,,,,,
2020064,58561,Removal of uterine muscle tumor using an endoscope,CPT/HCPCS,,,Line,13399.08,2,,,,,"$7,324.25 ","$10,849 ","$16,089.44 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58561,Removal of uterine muscle tumor using an endoscope,CPT/HCPCS,,,Package,15424.24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020064,58562,Removal of foreign body in uterus using an endoscope,CPT/HCPCS,,,Line,4905,4,,,,,"$6,109 ","$9,765 ","$15,056.60 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
